Age  group,Job,Marital Status,Education level,Housing Loan,Personal Loan,Contact,Month,Duration(Sec),Average of Duration,Campaign,Outcome(Yes/No),Final Out come,prev campaign response,prsnt campaign response
Middle age,Self-Employed,Single,Primary,0,0,telephone,may,58,258.2850101971448,10,no,0,0,0
Young age,Technician,Divorced,Professional,0,0,telephone,may,1218,258.2850101971448,3,yes,1,0,1
Middle age,Blue-Collar,Married,Primary,0,1,telephone,may,500,258.2850101971448,3,no,0,0,0
Young age,Admin.,Married,Professional,1,1,telephone,may,66,258.2850101971448,9,no,0,0,0
Young age,Services,Single,High School,0,0,telephone,may,328,258.2850101971448,10,no,0,0,0
Middle age,Management,Married,Primary,1,0,telephone,may,3078,258.2850101971448,4,no,0,0,0
Young age,Admin.,Single,High School,0,0,telephone,may,21,258.2850101971448,7,no,0,0,0
Middle age,Technician,Married,Professional,0,0,telephone,may,150,258.2850101971448,1,no,0,0,0
Middle age,Technician,Single,Professional,0,0,telephone,may,148,258.2850101971448,5,no,0,0,0
Middle age,Services,Married,Primary,0,0,telephone,may,102,258.2850101971448,1,no,0,0,0
Young age,Admin.,Married,Professional,1,0,telephone,may,91,258.2850101971448,1,no,0,0,0
Middle age,Housemaid,Married,High School,1,0,telephone,may,201,258.2850101971448,1,no,0,0,0
Old age,Management,Married,Unknown,0,0,telephone,may,70,258.2850101971448,1,no,0,0,0
Old age,Admin.,Married,Primary,1,0,telephone,may,19,258.2850101971448,15,no,0,0,0
Middle age,Technician,Married,Professional,1,0,telephone,may,82,258.2850101971448,9,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,0,telephone,may,59,258.2850101971448,1,no,0,0,0
Middle age,Technician,Divorced,Professional,0,0,telephone,may,182,258.2850101971448,1,no,0,0,0
Middle age,Housemaid,Married,Primary,0,0,telephone,may,365,258.2850101971448,4,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,telephone,may,257,258.2850101971448,1,no,0,0,0
Middle age,Technician,Married,Professional,1,0,telephone,may,280,258.2850101971448,1,no,0,0,0
Young age,Admin.,Married,High School,0,0,telephone,may,16,258.2850101971448,10,no,0,0,0
Middle age,Technician,Divorced,Professional,0,0,telephone,may,249,258.2850101971448,1,no,0,0,0
Middle age,Services,Married,High School,1,0,telephone,may,140,258.2850101971448,1,no,0,0,0
Young age,Admin.,Married,Professional,0,0,telephone,may,184,258.2850101971448,1,no,0,0,0
Young age,Unemployed,Single,Professional,0,0,telephone,may,20,258.2850101971448,12,no,0,0,0
Middle age,Technician,Single,Professional,1,1,telephone,may,686,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,0,telephone,may,107,258.2850101971448,2,no,0,0,0
Middle age,Admin.,Married,Primary,0,0,telephone,may,224,258.2850101971448,1,no,0,0,0
Young age,Admin.,Married,High School,1,0,telephone,may,172,258.2850101971448,1,no,0,0,0
Middle age,Entrepreneur,Single,Professional,1,0,telephone,may,19,258.2850101971448,1,no,0,0,0
Young age,Admin.,Married,High School,0,1,telephone,may,125,258.2850101971448,4,no,0,0,0
Young age,Student,Single,Professional,1,0,telephone,may,280,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Divorced,Professional,0,0,telephone,may,216,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,High School,0,0,telephone,may,109,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Married,Professional,1,0,telephone,may,81,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,1,telephone,may,409,258.2850101971448,2,no,0,0,0
Middle age,Unemployed,Married,Primary,1,0,telephone,may,146,258.2850101971448,1,no,0,0,0
Middle age,Technician,Married,Unknown,1,1,telephone,may,83,258.2850101971448,1,no,0,0,0
Old age,Retired,Married,Professional,0,1,telephone,may,226,258.2850101971448,1,no,0,0,0
Young age,Technician,Married,Professional,0,0,telephone,may,191,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Unknown,1,0,telephone,may,171,258.2850101971448,1,no,0,0,0
Middle age,Technician,Married,High School,0,0,telephone,may,13,258.2850101971448,12,no,0,0,0
Middle age,Technician,Single,Professional,1,1,telephone,may,133,258.2850101971448,1,no,0,0,0
Young age,Services,Married,High School,1,0,telephone,may,656,258.2850101971448,1,no,0,0,0
Young age,Services,Single,Primary,0,1,telephone,may,1205,258.2850101971448,1,yes,1,0,1
Middle age,Blue-Collar,Married,Primary,0,0,telephone,may,202,258.2850101971448,6,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,telephone,may,206,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Single,Primary,1,0,telephone,may,202,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Married,Unknown,0,0,telephone,may,79,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Married,High School,1,1,telephone,may,196,258.2850101971448,1,no,0,0,0
Young age,Management,Single,Primary,0,0,telephone,may,186,258.2850101971448,4,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,telephone,may,532,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,telephone,may,97,258.2850101971448,2,no,0,0,0
Young age,Management,Married,Professional,0,1,telephone,may,234,258.2850101971448,5,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,0,telephone,may,216,258.2850101971448,1,no,0,0,0
Young age,Admin.,Married,High School,0,0,telephone,may,297,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Single,High School,0,0,telephone,may,1882,258.2850101971448,2,yes,1,0,1
Young age,Management,Single,Professional,0,0,telephone,may,243,258.2850101971448,1,no,0,0,0
Middle age,Services,Married,High School,0,0,telephone,may,98,258.2850101971448,1,no,0,0,0
Middle age,Self-Employed,Married,Primary,1,0,telephone,may,81,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Unknown,0,0,telephone,may,1334,258.2850101971448,1,yes,1,0,1
Middle age,Technician,Divorced,Professional,0,0,telephone,may,190,258.2850101971448,1,no,0,0,0
Young age,Admin.,Married,High School,0,0,telephone,may,142,258.2850101971448,3,no,0,0,0
Middle age,Admin.,Married,Professional,1,0,telephone,may,775,258.2850101971448,1,no,0,0,0
Middle age,Services,Married,Primary,0,0,telephone,may,335,258.2850101971448,1,no,0,0,0
Young age,Technician,Married,High School,0,0,telephone,may,168,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Married,Professional,1,0,telephone,may,68,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,0,telephone,may,217,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,telephone,may,68,258.2850101971448,1,no,0,0,0
Young age,Services,Married,Professional,1,0,telephone,may,119,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,telephone,may,160,258.2850101971448,1,no,0,0,0
Young age,Unemployed,Single,Primary,0,0,telephone,may,294,258.2850101971448,10,no,0,0,0
Middle age,Technician,Married,Professional,1,0,telephone,may,57,258.2850101971448,1,no,0,0,0
Middle age,Technician,Married,Professional,1,1,telephone,may,297,258.2850101971448,2,no,0,0,0
Middle age,Services,Divorced,High School,1,0,telephone,may,90,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,1,telephone,may,600,258.2850101971448,1,no,0,0,0
Old age,Blue-Collar,Married,Unknown,1,0,telephone,may,38,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,telephone,may,217,258.2850101971448,1,no,0,0,0
Middle age,Housemaid,Married,High School,0,0,telephone,may,142,258.2850101971448,1,no,0,0,0
Middle age,Technician,Married,Professional,0,0,telephone,may,26,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Married,High School,0,0,telephone,may,369,258.2850101971448,1,no,0,0,0
Middle age,Self-Employed,Married,Primary,0,0,telephone,may,29,258.2850101971448,1,no,0,0,0
Young age,Technician,Married,Unknown,0,0,telephone,may,274,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Divorced,Professional,0,0,telephone,may,214,258.2850101971448,1,no,0,0,0
Middle age,Services,Married,High School,1,0,telephone,may,24,258.2850101971448,1,no,0,0,0
Middle age,Services,Married,High School,0,1,telephone,may,793,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,0,telephone,may,182,258.2850101971448,2,yes,1,0,1
Young age,Blue-Collar,Single,Primary,0,0,telephone,may,71,258.2850101971448,1,no,0,0,0
Middle age,Services,Married,High School,1,1,telephone,may,203,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,1,telephone,may,166,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Married,High School,0,0,telephone,may,167,258.2850101971448,1,no,0,0,0
Old age,Technician,Married,Professional,0,0,telephone,may,37,258.2850101971448,1,no,0,0,0
Middle age,Technician,Married,Professional,1,1,telephone,may,154,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,1,telephone,may,394,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Unknown,0,0,telephone,may,127,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Unknown,1,1,telephone,may,264,258.2850101971448,1,no,0,0,0
Middle age,Technician,Married,Professional,1,0,telephone,may,231,258.2850101971448,1,no,0,0,0
Young age,Services,Divorced,Primary,1,0,telephone,may,320,258.2850101971448,1,no,0,0,0
Middle age,Technician,Married,Primary,0,0,telephone,may,618,258.2850101971448,1,no,0,0,0
Middle age,Technician,Married,Professional,0,0,telephone,may,101,258.2850101971448,1,no,0,0,0
Young age,Services,Married,High School,0,0,telephone,may,110,258.2850101971448,1,no,0,0,0
Middle age,Management,Married,Unknown,0,0,telephone,may,121,258.2850101971448,3,no,0,0,0
Young age,Blue-Collar,Married,Primary,0,0,telephone,may,85,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Married,Professional,1,0,telephone,may,265,258.2850101971448,1,no,0,0,0
Middle age,Services,Married,High School,1,0,telephone,may,171,258.2850101971448,1,no,0,0,0
Young age,Admin.,Married,High School,0,0,telephone,may,345,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Married,High School,1,1,telephone,may,224,258.2850101971448,1,no,0,0,0
Young age,Admin.,Single,Primary,1,1,telephone,may,171,258.2850101971448,1,no,0,0,0
Young age,Admin.,Married,High School,1,0,telephone,may,67,258.2850101971448,1,no,0,0,0
Middle age,Management,Married,Professional,1,0,telephone,may,186,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,1,telephone,may,269,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Single,Primary,1,0,telephone,may,115,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Divorced,Professional,1,1,telephone,may,273,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Single,Primary,0,0,telephone,may,65,258.2850101971448,1,no,0,0,0
Middle age,Entrepreneur,Married,Unknown,0,0,telephone,may,434,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,0,telephone,may,148,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Single,Primary,0,0,telephone,may,507,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,0,telephone,may,253,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Married,Primary,0,0,telephone,may,27,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,0,telephone,may,100,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,0,telephone,may,116,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Divorced,High School,1,1,telephone,may,124,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Married,Professional,1,0,telephone,may,66,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,0,telephone,may,233,258.2850101971448,2,no,0,0,0
Middle age,Admin.,Divorced,Professional,1,0,telephone,may,380,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Married,Primary,0,0,telephone,may,90,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Married,Professional,0,0,telephone,may,258,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Divorced,Professional,0,0,telephone,may,92,258.2850101971448,2,no,0,0,0
Middle age,Admin.,Divorced,Professional,0,0,telephone,may,423,258.2850101971448,1,no,0,0,0
Young age,Technician,Married,Professional,0,0,telephone,may,215,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,0,telephone,may,209,258.2850101971448,1,no,0,0,0
Middle age,Technician,Married,Professional,0,0,telephone,may,181,258.2850101971448,1,no,0,0,0
Old age,Admin.,Divorced,Primary,0,0,telephone,may,201,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Married,High School,1,0,telephone,may,360,258.2850101971448,6,no,0,0,0
Young age,Blue-Collar,Single,Primary,1,0,telephone,may,155,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Divorced,Unknown,1,1,telephone,may,81,258.2850101971448,2,no,0,0,0
Young age,Unknown,Unknown,Professional,1,1,telephone,may,40,258.2850101971448,1,no,0,0,0
Middle age,Technician,Married,Professional,1,0,telephone,may,447,258.2850101971448,1,no,0,0,0
Middle age,Services,Single,Unknown,0,0,telephone,may,137,258.2850101971448,1,no,0,0,0
Young age,Admin.,Married,High School,0,0,telephone,may,184,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,0,telephone,may,121,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Divorced,High School,0,0,telephone,may,138,258.2850101971448,4,no,0,0,0
Middle age,Services,Married,Primary,1,0,telephone,may,207,258.2850101971448,6,no,0,0,0
Young age,Services,Married,High School,1,0,telephone,may,309,258.2850101971448,1,no,0,0,0
Middle age,Management,Married,High School,1,0,telephone,may,134,258.2850101971448,1,no,0,0,0
Young age,Services,Single,Primary,1,0,telephone,may,1777,258.2850101971448,1,yes,1,0,1
Young age,Admin.,Married,Professional,0,1,telephone,may,284,258.2850101971448,1,no,0,0,0
Middle age,Services,Married,High School,0,0,telephone,may,70,258.2850101971448,2,no,0,0,0
Young age,Blue-Collar,Married,Primary,1,0,telephone,may,774,258.2850101971448,1,no,0,0,0
Middle age,Technician,Married,Primary,0,0,telephone,may,62,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Married,Primary,0,0,telephone,may,247,258.2850101971448,2,no,0,0,0
Young age,Admin.,Married,High School,0,1,telephone,may,318,258.2850101971448,3,no,0,0,0
Middle age,Unemployed,Married,Professional,0,1,telephone,may,277,258.2850101971448,2,no,0,0,0
Old age,Technician,Married,Professional,0,0,telephone,may,126,258.2850101971448,3,no,0,0,0
Middle age,Admin.,Single,Unknown,0,0,telephone,may,411,258.2850101971448,1,no,0,0,0
Middle age,Retired,Divorced,Professional,0,0,telephone,may,85,258.2850101971448,1,no,0,0,0
Middle age,Unknown,Married,Professional,0,0,telephone,may,378,258.2850101971448,1,no,0,0,0
Middle age,Self-Employed,Married,High School,0,0,telephone,may,83,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Single,Professional,0,0,telephone,may,71,258.2850101971448,3,no,0,0,0
Old age,Management,Married,Unknown,1,0,telephone,may,102,258.2850101971448,2,no,0,0,0
Middle age,Services,Married,High School,1,0,telephone,may,869,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Single,Primary,0,1,telephone,may,208,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,0,telephone,may,199,258.2850101971448,4,no,0,0,0
Old age,Blue-Collar,Divorced,Primary,1,0,telephone,may,47,258.2850101971448,1,no,0,0,0
Middle age,Admin.,Married,Primary,0,0,telephone,may,253,258.2850101971448,1,no,0,0,0
Young age,Technician,Divorced,Primary,0,0,telephone,may,244,258.2850101971448,1,no,0,0,0
Middle age,Management,Married,Professional,1,0,telephone,may,311,258.2850101971448,1,no,0,0,0
Old age,Retired,Married,Professional,1,0,telephone,may,177,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,telephone,may,217,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,telephone,may,189,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Single,Unknown,1,0,telephone,may,152,258.2850101971448,1,no,0,0,0
Young age,Admin.,Single,Professional,1,0,telephone,may,151,258.2850101971448,1,no,0,0,0
Middle age,Technician,Single,Professional,0,0,telephone,may,24,258.2850101971448,1,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,telephone,may,212,258.2850101971448,1,no,0,0,0
Old age,Entrepreneur,Divorced,High School,0,0,telephone,may,184,258.2850101971448,1,no,0,0,0
Old age,Blue-Collar,Married,Unknown,1,0,telephone,may,473,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Married,High School,1,0,telephone,may,485,258.2850101971448,1,no,0,0,0
Young age,Services,Married,High School,0,0,telephone,may,140,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Single,Primary,0,0,telephone,may,172,258.2850101971448,1,no,0,0,0
Middle age,Entrepreneur,Married,Primary,0,0,telephone,may,77,258.2850101971448,2,no,0,0,0
Young age,Blue-Collar,Single,Primary,1,0,telephone,may,396,258.2850101971448,1,no,0,0,0
Middle age,Management,Married,Professional,0,0,telephone,may,274,258.2850101971448,2,no,0,0,0
Old age,Retired,Married,High School,0,0,telephone,may,88,258.2850101971448,2,no,0,0,0
Middle age,Management,Married,High School,0,1,telephone,may,129,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Married,Professional,0,1,telephone,may,346,258.2850101971448,2,no,0,0,0
Old age,Admin.,Single,High School,0,1,telephone,may,474,258.2850101971448,2,no,0,0,0
Middle age,Services,Married,High School,0,0,telephone,may,268,258.2850101971448,2,no,0,0,0
Middle age,Entrepreneur,Married,Primary,1,1,telephone,may,222,258.2850101971448,2,no,0,0,0
Middle age,Admin.,Married,Professional,0,1,telephone,may,139,258.2850101971448,2,no,0,0,0
Young age,Services,Married,High School,0,0,telephone,may,1313,258.2850101971448,2,no,0,0,0
Middle age,Admin.,Married,Professional,0,0,telephone,may,72,258.2850101971448,5,no,0,0,0
Young age,Blue-Collar,Single,High School,1,0,telephone,may,309,258.2850101971448,1,no,0,0,0
Young age,Blue-Collar,Divorced,High School,1,0,telephone,may,61,258.2850101971448,2,no,0,0,0
Middle age,Entrepreneur,Married,Primary,1,1,telephone,may,246,258.2850101971448,3,no,0,0,0
Middle age,Housemaid,Married,High School,0,0,telephone,may,205,258.2850101971448,2,no,0,0,0
Middle age,Blue-Collar,Single,Primary,1,1,telephone,may,347,258.2850101971448,6,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,0,telephone,may,381,258.2850101971448,2,no,0,0,0
Young age,Entrepreneur,Single,Professional,1,0,telephone,may,355,258.2850101971448,1,no,0,0,0
Middle age,Services,Married,Primary,1,0,telephone,may,256,258.2850101971448,1,no,0,0,0
Old age,Blue-Collar,Divorced,Professional,1,0,telephone,may,211,258.2850101971448,2,no,0,0,0
Young age,Services,Married,High School,0,0,telephone,may,211,258.2850101971448,1,no,0,0,0
Middle age,Management,Married,Professional,0,1,telephone,may,66,258.2850101971448,12,no,0,0,0
Middle age,Blue-Collar,Married,Primary,0,0,telephone,may,1452,258.2850101971448,10,no,0,0,0
Middle age,Blue-Collar,Married,Primary,1,1,telephone,may,487,258.2850101971448,2,no,0,0,0
Middle age,Technician,Married,Primary,0,0,telephone,may,610,258.2850101971448,2,no,0,0,0
Young age,Technician,Divorced,High School,1,0,telephone,may,120,258.2850101971448,1,no,0,0,0
